SEQUENTIAL
9199200000;9199300000;fcff:1:256:172:24:3:0:49;fcff:1:256:172:24:3:0:190
9199200001;9199300001;fcff:1:256:172:24:3:0:49;fcff:1:256:172:24:3:0:190
9199200002;9199300002;fcff:1:256:172:24:3:0:49;fcff:1:256:172:24:3:0:190
9199200003;9199300003;fcff:1:256:172:24:3:0:49;fcff:1:256:172:24:3:0:190
9199200004;9199300004;fcff:1:256:172:24:3:0:49;fcff:1:256:172:24:3:0:190
9199200005;9199300005;fcff:1:256:172:24:3:0:49;fcff:1:256:172:24:3:0:190
9199200006;9199300006;fcff:1:256:172:24:3:0:49;fcff:1:256:172:24:3:0:190
9199200007;9199300007;fcff:1:256:172:24:3:0:49;fcff:1:256:172:24:3:0:190
9199200008;9199300008;fcff:1:256:172:24:3:0:49;fcff:1:256:172:24:3:0:190
9199200009;9199300009;fcff:1:256:172:24:3:0:49;fcff:1:256:172:24:3:0:190
9199200010;9199300010;fcff:1:256:172:24:3:0:49;fcff:1:256:172:24:3:0:190
9199200011;9199300011;fcff:1:256:172:24:3:0:49;fcff:1:256:172:24:3:0:190
9199200012;9199300012;fcff:1:256:172:24:3:0:49;fcff:1:256:172:24:3:0:190
9199200013;9199300013;fcff:1:256:172:24:3:0:49;fcff:1:256:172:24:3:0:190
9199200014;9199300014;fcff:1:256:172:24:3:0:49;fcff:1:256:172:24:3:0:190
9199200015;9199300015;fcff:1:256:172:24:3:0:49;fcff:1:256:172:24:3:0:190
9199200016;9199300016;fcff:1:256:172:24:3:0:49;fcff:1:256:172:24:3:0:190
9199200017;9199300017;fcff:1:256:172:24:3:0:49;fcff:1:256:172:24:3:0:190
9199200018;9199300018;fcff:1:256:172:24:3:0:49;fcff:1:256:172:24:3:0:190
9199200019;9199300019;fcff:1:256:172:24:3:0:49;fcff:1:256:172:24:3:0:190
9199200020;9199300020;fcff:1:256:172:24:3:0:49;fcff:1:256:172:24:3:0:190
9199200021;9199300021;fcff:1:256:172:24:3:0:49;fcff:1:256:172:24:3:0:190
9199200022;9199300022;fcff:1:256:172:24:3:0:49;fcff:1:256:172:24:3:0:190
9199200023;9199300023;fcff:1:256:172:24:3:0:49;fcff:1:256:172:24:3:0:190
9199200024;9199300024;fcff:1:256:172:24:3:0:49;fcff:1:256:172:24:3:0:190
9199200025;9199300025;fcff:1:256:172:24:3:0:49;fcff:1:256:172:24:3:0:190
9199200026;9199300026;fcff:1:256:172:24:3:0:49;fcff:1:256:172:24:3:0:190
9199200027;9199300027;fcff:1:256:172:24:3:0:49;fcff:1:256:172:24:3:0:190
9199200028;9199300028;fcff:1:256:172:24:3:0:49;fcff:1:256:172:24:3:0:190
9199200029;9199300029;fcff:1:256:172:24:3:0:49;fcff:1:256:172:24:3:0:190
9199200030;9199300030;fcff:1:256:172:24:3:0:49;fcff:1:256:172:24:3:0:190
9199200031;9199300031;fcff:1:256:172:24:3:0:49;fcff:1:256:172:24:3:0:190
9199200032;9199300032;fcff:1:256:172:24:3:0:49;fcff:1:256:172:24:3:0:190
9199200033;9199300033;fcff:1:256:172:24:3:0:49;fcff:1:256:172:24:3:0:190
9199200034;9199300034;fcff:1:256:172:24:3:0:49;fcff:1:256:172:24:3:0:190
9199200035;9199300035;fcff:1:256:172:24:3:0:49;fcff:1:256:172:24:3:0:190
9199200036;9199300036;fcff:1:256:172:24:3:0:49;fcff:1:256:172:24:3:0:190
9199200037;9199300037;fcff:1:256:172:24:3:0:49;fcff:1:256:172:24:3:0:190
9199200038;9199300038;fcff:1:256:172:24:3:0:49;fcff:1:256:172:24:3:0:190
9199200039;9199300039;fcff:1:256:172:24:3:0:49;fcff:1:256:172:24:3:0:190
9199200040;9199300040;fcff:1:256:172:24:3:0:49;fcff:1:256:172:24:3:0:190
9199200041;9199300041;fcff:1:256:172:24:3:0:49;fcff:1:256:172:24:3:0:190
9199200042;9199300042;fcff:1:256:172:24:3:0:49;fcff:1:256:172:24:3:0:190
