SEQUENTIAL
5500230000;6600230000;5024;6700230000;6800230000;6;6900000000;6900100000;6900200000;fcff:1:256:172:24:3:0:49;fcff:1:256:172:24:3:0:190
5500230001;6600230001;5024;6700230001;6800230001;6;6900000001;6900100001;6900200001;fcff:1:256:172:24:3:0:49;fcff:1:256:172:24:3:0:190
5500230002;6600230002;5024;6700230002;6800230002;6;6900000002;6900100002;6900200002;fcff:1:256:172:24:3:0:49;fcff:1:256:172:24:3:0:190
5500230003;6600230003;5024;6700230003;6800230003;6;6900000003;6900100003;6900200003;fcff:1:256:172:24:3:0:49;fcff:1:256:172:24:3:0:190
5500230004;6600230004;5024;6700230004;6800230004;6;6900000004;6900100004;6900200004;fcff:1:256:172:24:3:0:49;fcff:1:256:172:24:3:0:190
5500230005;6600230005;5024;6700230005;6800230005;6;6900000005;6900100005;6900200005;fcff:1:256:172:24:3:0:49;fcff:1:256:172:24:3:0:190
5500230006;6600230006;5024;6700230006;6800230006;6;6900000006;6900100006;6900200006;fcff:1:256:172:24:3:0:49;fcff:1:256:172:24:3:0:190
5500230007;6600230007;5024;6700230007;6800230007;6;6900000007;6900100007;6900200007;fcff:1:256:172:24:3:0:49;fcff:1:256:172:24:3:0:190
5500230008;6600230008;5024;6700230008;6800230008;6;6900000008;6900100008;6900200008;fcff:1:256:172:24:3:0:49;fcff:1:256:172:24:3:0:190
5500230009;6600230009;5024;6700230009;6800230009;6;6900000009;6900100009;6900200009;fcff:1:256:172:24:3:0:49;fcff:1:256:172:24:3:0:190
5500230010;6600230010;5024;6700230010;6800230010;6;6900000010;6900100010;6900200010;fcff:1:256:172:24:3:0:49;fcff:1:256:172:24:3:0:190
5500230011;6600230011;5024;6700230011;6800230011;6;6900000011;6900100011;6900200011;fcff:1:256:172:24:3:0:49;fcff:1:256:172:24:3:0:190
5500230012;6600230012;5024;6700230012;6800230012;6;6900000012;6900100012;6900200012;fcff:1:256:172:24:3:0:49;fcff:1:256:172:24:3:0:190
5500230013;6600230013;5024;6700230013;6800230013;6;6900000013;6900100013;6900200013;fcff:1:256:172:24:3:0:49;fcff:1:256:172:24:3:0:190
5500230014;6600230014;5024;6700230014;6800230014;6;6900000014;6900100014;6900200014;fcff:1:256:172:24:3:0:49;fcff:1:256:172:24:3:0:190
5500230015;6600230015;5024;6700230015;6800230015;6;6900000015;6900100015;6900200015;fcff:1:256:172:24:3:0:49;fcff:1:256:172:24:3:0:190
5500230016;6600230016;5024;6700230016;6800230016;6;6900000016;6900100016;6900200016;fcff:1:256:172:24:3:0:49;fcff:1:256:172:24:3:0:190
5500230017;6600230017;5024;6700230017;6800230017;6;6900000017;6900100017;6900200017;fcff:1:256:172:24:3:0:49;fcff:1:256:172:24:3:0:190
5500230018;6600230018;5024;6700230018;6800230018;6;6900000018;6900100018;6900200018;fcff:1:256:172:24:3:0:49;fcff:1:256:172:24:3:0:190
5500230019;6600230019;5024;6700230019;6800230019;6;6900000019;6900100019;6900200019;fcff:1:256:172:24:3:0:49;fcff:1:256:172:24:3:0:190
5500230020;6600230020;5024;6700230020;6800230020;6;6900000020;6900100020;6900200020;fcff:1:256:172:24:3:0:49;fcff:1:256:172:24:3:0:190
5500230021;6600230021;5024;6700230021;6800230021;6;6900000021;6900100021;6900200021;fcff:1:256:172:24:3:0:49;fcff:1:256:172:24:3:0:190
5500230022;6600230022;5024;6700230022;6800230022;6;6900000022;6900100022;6900200022;fcff:1:256:172:24:3:0:49;fcff:1:256:172:24:3:0:190
5500230023;6600230023;5024;6700230023;6800230023;6;6900000023;6900100023;6900200023;fcff:1:256:172:24:3:0:49;fcff:1:256:172:24:3:0:190
5500230024;6600230024;5024;6700230024;6800230024;6;6900000024;6900100024;6900200024;fcff:1:256:172:24:3:0:49;fcff:1:256:172:24:3:0:190
5500230025;6600230025;5024;6700230025;6800230025;6;6900000025;6900100025;6900200025;fcff:1:256:172:24:3:0:49;fcff:1:256:172:24:3:0:190
5500230026;6600230026;5024;6700230026;6800230026;6;6900000026;6900100026;6900200026;fcff:1:256:172:24:3:0:49;fcff:1:256:172:24:3:0:190
5500230027;6600230027;5024;6700230027;6800230027;6;6900000027;6900100027;6900200027;fcff:1:256:172:24:3:0:49;fcff:1:256:172:24:3:0:190
5500230028;6600230028;5024;6700230028;6800230028;6;6900000028;6900100028;6900200028;fcff:1:256:172:24:3:0:49;fcff:1:256:172:24:3:0:190
5500230029;6600230029;5024;6700230029;6800230029;6;6900000029;6900100029;6900200029;fcff:1:256:172:24:3:0:49;fcff:1:256:172:24:3:0:190
5500230030;6600230030;5024;6700230030;6800230030;6;6900000030;6900100030;6900200030;fcff:1:256:172:24:3:0:49;fcff:1:256:172:24:3:0:190
