SEQUENTIAL
9999200000;9988000000;fcff:1:256:172:24:3:0:49;fcff:1:256:172:24:3:0:190
9999200001;9988000001;fcff:1:256:172:24:3:0:49;fcff:1:256:172:24:3:0:190
9999200002;9988000002;fcff:1:256:172:24:3:0:49;fcff:1:256:172:24:3:0:190
9999200003;9988000003;fcff:1:256:172:24:3:0:49;fcff:1:256:172:24:3:0:190
9999200004;9988000004;fcff:1:256:172:24:3:0:49;fcff:1:256:172:24:3:0:190
9999200005;9988000005;fcff:1:256:172:24:3:0:49;fcff:1:256:172:24:3:0:190
9999200006;9988000006;fcff:1:256:172:24:3:0:49;fcff:1:256:172:24:3:0:190
9999200007;9988000007;fcff:1:256:172:24:3:0:49;fcff:1:256:172:24:3:0:190
9999200008;9988000008;fcff:1:256:172:24:3:0:49;fcff:1:256:172:24:3:0:190
9999200009;9988000009;fcff:1:256:172:24:3:0:49;fcff:1:256:172:24:3:0:190
9999200010;9988000010;fcff:1:256:172:24:3:0:49;fcff:1:256:172:24:3:0:190
9999200011;9988000011;fcff:1:256:172:24:3:0:49;fcff:1:256:172:24:3:0:190
9999200012;9988000012;fcff:1:256:172:24:3:0:49;fcff:1:256:172:24:3:0:190
9999200013;9988000013;fcff:1:256:172:24:3:0:49;fcff:1:256:172:24:3:0:190
9999200014;9988000014;fcff:1:256:172:24:3:0:49;fcff:1:256:172:24:3:0:190
9999200015;9988000015;fcff:1:256:172:24:3:0:49;fcff:1:256:172:24:3:0:190
9999200016;9988000016;fcff:1:256:172:24:3:0:49;fcff:1:256:172:24:3:0:190
9999200017;9988000017;fcff:1:256:172:24:3:0:49;fcff:1:256:172:24:3:0:190
9999200018;9988000018;fcff:1:256:172:24:3:0:49;fcff:1:256:172:24:3:0:190
9999200019;9988000019;fcff:1:256:172:24:3:0:49;fcff:1:256:172:24:3:0:190
9999200020;9988000020;fcff:1:256:172:24:3:0:49;fcff:1:256:172:24:3:0:190
9999200021;9988000021;fcff:1:256:172:24:3:0:49;fcff:1:256:172:24:3:0:190
9999200022;9988000022;fcff:1:256:172:24:3:0:49;fcff:1:256:172:24:3:0:190
9999200023;9988000023;fcff:1:256:172:24:3:0:49;fcff:1:256:172:24:3:0:190
9999200024;9988000024;fcff:1:256:172:24:3:0:49;fcff:1:256:172:24:3:0:190
9999200025;9988000025;fcff:1:256:172:24:3:0:49;fcff:1:256:172:24:3:0:190
9999200026;9988000026;fcff:1:256:172:24:3:0:49;fcff:1:256:172:24:3:0:190
9999200027;9988000027;fcff:1:256:172:24:3:0:49;fcff:1:256:172:24:3:0:190
9999200028;9988000028;fcff:1:256:172:24:3:0:49;fcff:1:256:172:24:3:0:190
9999200029;9988000029;fcff:1:256:172:24:3:0:49;fcff:1:256:172:24:3:0:190
9999200030;9988000030;fcff:1:256:172:24:3:0:49;fcff:1:256:172:24:3:0:190
9999200031;9988000031;fcff:1:256:172:24:3:0:49;fcff:1:256:172:24:3:0:190
9999200032;9988000032;fcff:1:256:172:24:3:0:49;fcff:1:256:172:24:3:0:190
9999200033;9988000033;fcff:1:256:172:24:3:0:49;fcff:1:256:172:24:3:0:190
9999200034;9988000034;fcff:1:256:172:24:3:0:49;fcff:1:256:172:24:3:0:190
9999200035;9988000035;fcff:1:256:172:24:3:0:49;fcff:1:256:172:24:3:0:190
9999200036;9988000036;fcff:1:256:172:24:3:0:49;fcff:1:256:172:24:3:0:190
9999200037;9988000037;fcff:1:256:172:24:3:0:49;fcff:1:256:172:24:3:0:190
9999200038;9988000038;fcff:1:256:172:24:3:0:49;fcff:1:256:172:24:3:0:190
9999200039;9988000039;fcff:1:256:172:24:3:0:49;fcff:1:256:172:24:3:0:190
9999200040;9988000040;fcff:1:256:172:24:3:0:49;fcff:1:256:172:24:3:0:190
9999200041;9988000041;fcff:1:256:172:24:3:0:49;fcff:1:256:172:24:3:0:190
9999200042;9988000042;fcff:1:256:172:24:3:0:49;fcff:1:256:172:24:3:0:190
9999200043;9988000043;fcff:1:256:172:24:3:0:49;fcff:1:256:172:24:3:0:190
9999200044;9988000044;fcff:1:256:172:24:3:0:49;fcff:1:256:172:24:3:0:190
9999200045;9988000045;fcff:1:256:172:24:3:0:49;fcff:1:256:172:24:3:0:190
9999200046;9988000046;fcff:1:256:172:24:3:0:49;fcff:1:256:172:24:3:0:190
