SEQUENTIAL
5500340000;6600340000;5220;1;fcff:1:256:172:24:3:0:51;fcff:1:256:172:24:3:0:190
5500340001;6600340001;5220;1;fcff:1:256:172:24:3:0:51;fcff:1:256:172:24:3:0:190
5500340002;6600340002;5220;1;fcff:1:256:172:24:3:0:51;fcff:1:256:172:24:3:0:190
5500340003;6600340003;5220;1;fcff:1:256:172:24:3:0:51;fcff:1:256:172:24:3:0:190
5500340004;6600340004;5220;1;fcff:1:256:172:24:3:0:51;fcff:1:256:172:24:3:0:190
5500340005;6600340005;5220;1;fcff:1:256:172:24:3:0:51;fcff:1:256:172:24:3:0:190
5500340006;6600340006;5220;1;fcff:1:256:172:24:3:0:51;fcff:1:256:172:24:3:0:190
5500340007;6600340007;5220;1;fcff:1:256:172:24:3:0:51;fcff:1:256:172:24:3:0:190
5500340008;6600340008;5220;1;fcff:1:256:172:24:3:0:51;fcff:1:256:172:24:3:0:190
5500340009;6600340009;5220;1;fcff:1:256:172:24:3:0:51;fcff:1:256:172:24:3:0:190
5500340010;6600340010;5220;1;fcff:1:256:172:24:3:0:51;fcff:1:256:172:24:3:0:190
5500340011;6600340011;5220;1;fcff:1:256:172:24:3:0:51;fcff:1:256:172:24:3:0:190
5500340012;6600340012;5220;1;fcff:1:256:172:24:3:0:51;fcff:1:256:172:24:3:0:190
5500340013;6600340013;5220;1;fcff:1:256:172:24:3:0:51;fcff:1:256:172:24:3:0:190
5500340014;6600340014;5220;1;fcff:1:256:172:24:3:0:51;fcff:1:256:172:24:3:0:190
5500340015;6600340015;5220;1;fcff:1:256:172:24:3:0:51;fcff:1:256:172:24:3:0:190
5500340016;6600340016;5220;1;fcff:1:256:172:24:3:0:51;fcff:1:256:172:24:3:0:190
5500340017;6600340017;5220;1;fcff:1:256:172:24:3:0:51;fcff:1:256:172:24:3:0:190
5500340018;6600340018;5220;1;fcff:1:256:172:24:3:0:51;fcff:1:256:172:24:3:0:190
5500340019;6600340019;5220;1;fcff:1:256:172:24:3:0:51;fcff:1:256:172:24:3:0:190
5500340020;6600340020;5220;1;fcff:1:256:172:24:3:0:51;fcff:1:256:172:24:3:0:190
5500340021;6600340021;5220;1;fcff:1:256:172:24:3:0:51;fcff:1:256:172:24:3:0:190
5500340022;6600340022;5220;1;fcff:1:256:172:24:3:0:51;fcff:1:256:172:24:3:0:190
5500340023;6600340023;5220;1;fcff:1:256:172:24:3:0:51;fcff:1:256:172:24:3:0:190
5500340024;6600340024;5220;1;fcff:1:256:172:24:3:0:51;fcff:1:256:172:24:3:0:190
5500340025;6600340025;5220;1;fcff:1:256:172:24:3:0:51;fcff:1:256:172:24:3:0:190
5500340026;6600340026;5220;1;fcff:1:256:172:24:3:0:51;fcff:1:256:172:24:3:0:190
5500340027;6600340027;5220;1;fcff:1:256:172:24:3:0:51;fcff:1:256:172:24:3:0:190
5500340028;6600340028;5220;1;fcff:1:256:172:24:3:0:51;fcff:1:256:172:24:3:0:190
5500340029;6600340029;5220;1;fcff:1:256:172:24:3:0:51;fcff:1:256:172:24:3:0:190
5500340030;6600340030;5220;1;fcff:1:256:172:24:3:0:51;fcff:1:256:172:24:3:0:190
5500340031;6600340031;5220;1;fcff:1:256:172:24:3:0:51;fcff:1:256:172:24:3:0:190
5500340032;6600340032;5220;1;fcff:1:256:172:24:3:0:51;fcff:1:256:172:24:3:0:190
5500340033;6600340033;5220;1;fcff:1:256:172:24:3:0:51;fcff:1:256:172:24:3:0:190
5500340034;6600340034;5220;1;fcff:1:256:172:24:3:0:51;fcff:1:256:172:24:3:0:190
5500340035;6600340035;5220;1;fcff:1:256:172:24:3:0:51;fcff:1:256:172:24:3:0:190
5500340036;6600340036;5220;1;fcff:1:256:172:24:3:0:51;fcff:1:256:172:24:3:0:190
5500340037;6600340037;5220;1;fcff:1:256:172:24:3:0:51;fcff:1:256:172:24:3:0:190
5500340038;6600340038;5220;1;fcff:1:256:172:24:3:0:51;fcff:1:256:172:24:3:0:190
5500340039;6600340039;5220;1;fcff:1:256:172:24:3:0:51;fcff:1:256:172:24:3:0:190
5500340040;6600340040;5220;1;fcff:1:256:172:24:3:0:51;fcff:1:256:172:24:3:0:190
5500340041;6600340041;5220;1;fcff:1:256:172:24:3:0:51;fcff:1:256:172:24:3:0:190
5500340042;6600340042;5220;1;fcff:1:256:172:24:3:0:51;fcff:1:256:172:24:3:0:190
5500340043;6600340043;5220;1;fcff:1:256:172:24:3:0:51;fcff:1:256:172:24:3:0:190
5500340044;6600340044;5220;1;fcff:1:256:172:24:3:0:51;fcff:1:256:172:24:3:0:190
5500340045;6600340045;5220;1;fcff:1:256:172:24:3:0:51;fcff:1:256:172:24:3:0:190
5500340046;6600340046;5220;1;fcff:1:256:172:24:3:0:51;fcff:1:256:172:24:3:0:190
5500340047;6600340047;5220;1;fcff:1:256:172:24:3:0:51;fcff:1:256:172:24:3:0:190
