SEQUENTIAL
5500350000;6600350000;6220;1;fcff:1:256:172:24:3:0:51;fcff:1:256:172:24:3:0:190
5500350001;6600350001;6220;1;fcff:1:256:172:24:3:0:51;fcff:1:256:172:24:3:0:190
5500350002;6600350002;6220;1;fcff:1:256:172:24:3:0:51;fcff:1:256:172:24:3:0:190
5500350003;6600350003;6220;1;fcff:1:256:172:24:3:0:51;fcff:1:256:172:24:3:0:190
5500350004;6600350004;6220;1;fcff:1:256:172:24:3:0:51;fcff:1:256:172:24:3:0:190
5500350005;6600350005;6220;1;fcff:1:256:172:24:3:0:51;fcff:1:256:172:24:3:0:190
5500350006;6600350006;6220;1;fcff:1:256:172:24:3:0:51;fcff:1:256:172:24:3:0:190
5500350007;6600350007;6220;1;fcff:1:256:172:24:3:0:51;fcff:1:256:172:24:3:0:190
5500350008;6600350008;6220;1;fcff:1:256:172:24:3:0:51;fcff:1:256:172:24:3:0:190
5500350009;6600350009;6220;1;fcff:1:256:172:24:3:0:51;fcff:1:256:172:24:3:0:190
5500350010;6600350010;6220;1;fcff:1:256:172:24:3:0:51;fcff:1:256:172:24:3:0:190
5500350011;6600350011;6220;1;fcff:1:256:172:24:3:0:51;fcff:1:256:172:24:3:0:190
5500350012;6600350012;6220;1;fcff:1:256:172:24:3:0:51;fcff:1:256:172:24:3:0:190
5500350013;6600350013;6220;1;fcff:1:256:172:24:3:0:51;fcff:1:256:172:24:3:0:190
5500350014;6600350014;6220;1;fcff:1:256:172:24:3:0:51;fcff:1:256:172:24:3:0:190
5500350015;6600350015;6220;1;fcff:1:256:172:24:3:0:51;fcff:1:256:172:24:3:0:190
5500350016;6600350016;6220;1;fcff:1:256:172:24:3:0:51;fcff:1:256:172:24:3:0:190
5500350017;6600350017;6220;1;fcff:1:256:172:24:3:0:51;fcff:1:256:172:24:3:0:190
5500350018;6600350018;6220;1;fcff:1:256:172:24:3:0:51;fcff:1:256:172:24:3:0:190
5500350019;6600350019;6220;1;fcff:1:256:172:24:3:0:51;fcff:1:256:172:24:3:0:190
5500350020;6600350020;6220;1;fcff:1:256:172:24:3:0:51;fcff:1:256:172:24:3:0:190
5500350021;6600350021;6220;1;fcff:1:256:172:24:3:0:51;fcff:1:256:172:24:3:0:190
5500350022;6600350022;6220;1;fcff:1:256:172:24:3:0:51;fcff:1:256:172:24:3:0:190
5500350023;6600350023;6220;1;fcff:1:256:172:24:3:0:51;fcff:1:256:172:24:3:0:190
5500350024;6600350024;6220;1;fcff:1:256:172:24:3:0:51;fcff:1:256:172:24:3:0:190
5500350025;6600350025;6220;1;fcff:1:256:172:24:3:0:51;fcff:1:256:172:24:3:0:190
5500350026;6600350026;6220;1;fcff:1:256:172:24:3:0:51;fcff:1:256:172:24:3:0:190
5500350027;6600350027;6220;1;fcff:1:256:172:24:3:0:51;fcff:1:256:172:24:3:0:190
5500350028;6600350028;6220;1;fcff:1:256:172:24:3:0:51;fcff:1:256:172:24:3:0:190
5500350029;6600350029;6220;1;fcff:1:256:172:24:3:0:51;fcff:1:256:172:24:3:0:190
5500350030;6600350030;6220;1;fcff:1:256:172:24:3:0:51;fcff:1:256:172:24:3:0:190
5500350031;6600350031;6220;1;fcff:1:256:172:24:3:0:51;fcff:1:256:172:24:3:0:190
5500350032;6600350032;6220;1;fcff:1:256:172:24:3:0:51;fcff:1:256:172:24:3:0:190
5500350033;6600350033;6220;1;fcff:1:256:172:24:3:0:51;fcff:1:256:172:24:3:0:190
5500350034;6600350034;6220;1;fcff:1:256:172:24:3:0:51;fcff:1:256:172:24:3:0:190
5500350035;6600350035;6220;1;fcff:1:256:172:24:3:0:51;fcff:1:256:172:24:3:0:190
5500350036;6600350036;6220;1;fcff:1:256:172:24:3:0:51;fcff:1:256:172:24:3:0:190
5500350037;6600350037;6220;1;fcff:1:256:172:24:3:0:51;fcff:1:256:172:24:3:0:190
