SEQUENTIAL
2210000000;4410000000;8022;4510000000;4610000000;0;4710000000;4810000000;4910000000;fcff:1:256:172:24:3:0:231;fcff:1:256:172:24:3:0:190
2210000001;4410000001;8022;4510000001;4610000001;0;4710000001;4810000001;4910000001;fcff:1:256:172:24:3:0:231;fcff:1:256:172:24:3:0:190
2210000002;4410000002;8022;4510000002;4610000002;0;4710000002;4810000002;4910000002;fcff:1:256:172:24:3:0:231;fcff:1:256:172:24:3:0:190
2210000003;4410000003;8022;4510000003;4610000003;0;4710000003;4810000003;4910000003;fcff:1:256:172:24:3:0:231;fcff:1:256:172:24:3:0:190
2210000004;4410000004;8022;4510000004;4610000004;0;4710000004;4810000004;4910000004;fcff:1:256:172:24:3:0:231;fcff:1:256:172:24:3:0:190
2210000005;4410000005;8022;4510000005;4610000005;0;4710000005;4810000005;4910000005;fcff:1:256:172:24:3:0:231;fcff:1:256:172:24:3:0:190
2210000006;4410000006;8022;4510000006;4610000006;0;4710000006;4810000006;4910000006;fcff:1:256:172:24:3:0:231;fcff:1:256:172:24:3:0:190
2210000007;4410000007;8022;4510000007;4610000007;0;4710000007;4810000007;4910000007;fcff:1:256:172:24:3:0:231;fcff:1:256:172:24:3:0:190
2210000008;4410000008;8022;4510000008;4610000008;0;4710000008;4810000008;4910000008;fcff:1:256:172:24:3:0:231;fcff:1:256:172:24:3:0:190
2210000009;4410000009;8022;4510000009;4610000009;0;4710000009;4810000009;4910000009;fcff:1:256:172:24:3:0:231;fcff:1:256:172:24:3:0:190
2210000010;4410000010;8022;4510000010;4610000010;0;4710000010;4810000010;4910000010;fcff:1:256:172:24:3:0:231;fcff:1:256:172:24:3:0:190
2210000011;4410000011;8022;4510000011;4610000011;0;4710000011;4810000011;4910000011;fcff:1:256:172:24:3:0:231;fcff:1:256:172:24:3:0:190
2210000012;4410000012;8022;4510000012;4610000012;0;4710000012;4810000012;4910000012;fcff:1:256:172:24:3:0:231;fcff:1:256:172:24:3:0:190
2210000013;4410000013;8022;4510000013;4610000013;0;4710000013;4810000013;4910000013;fcff:1:256:172:24:3:0:231;fcff:1:256:172:24:3:0:190
2210000014;4410000014;8022;4510000014;4610000014;0;4710000014;4810000014;4910000014;fcff:1:256:172:24:3:0:231;fcff:1:256:172:24:3:0:190
2210000015;4410000015;8022;4510000015;4610000015;0;4710000015;4810000015;4910000015;fcff:1:256:172:24:3:0:231;fcff:1:256:172:24:3:0:190
2210000016;4410000016;8022;4510000016;4610000016;0;4710000016;4810000016;4910000016;fcff:1:256:172:24:3:0:231;fcff:1:256:172:24:3:0:190
2210000017;4410000017;8022;4510000017;4610000017;0;4710000017;4810000017;4910000017;fcff:1:256:172:24:3:0:231;fcff:1:256:172:24:3:0:190
2210000018;4410000018;8022;4510000018;4610000018;0;4710000018;4810000018;4910000018;fcff:1:256:172:24:3:0:231;fcff:1:256:172:24:3:0:190
2210000019;4410000019;8022;4510000019;4610000019;0;4710000019;4810000019;4910000019;fcff:1:256:172:24:3:0:231;fcff:1:256:172:24:3:0:190
2210000020;4410000020;8022;4510000020;4610000020;0;4710000020;4810000020;4910000020;fcff:1:256:172:24:3:0:231;fcff:1:256:172:24:3:0:190
2210000021;4410000021;8022;4510000021;4610000021;0;4710000021;4810000021;4910000021;fcff:1:256:172:24:3:0:231;fcff:1:256:172:24:3:0:190
