SEQUENTIAL
5500120000;6600120000;5032;fcff:1:256:172:24:1:0:73;fcff:1:256:172:24:3:0:190
5500120001;6600120001;5032;fcff:1:256:172:24:1:0:73;fcff:1:256:172:24:3:0:190
5500120002;6600120002;5032;fcff:1:256:172:24:1:0:73;fcff:1:256:172:24:3:0:190
5500120003;6600120003;5032;fcff:1:256:172:24:1:0:73;fcff:1:256:172:24:3:0:190
5500120004;6600120004;5032;fcff:1:256:172:24:1:0:73;fcff:1:256:172:24:3:0:190
5500120005;6600120005;5032;fcff:1:256:172:24:1:0:73;fcff:1:256:172:24:3:0:190
5500120006;6600120006;5032;fcff:1:256:172:24:1:0:73;fcff:1:256:172:24:3:0:190
5500120007;6600120007;5032;fcff:1:256:172:24:1:0:73;fcff:1:256:172:24:3:0:190
5500120008;6600120008;5032;fcff:1:256:172:24:1:0:73;fcff:1:256:172:24:3:0:190
5500120009;6600120009;5032;fcff:1:256:172:24:1:0:73;fcff:1:256:172:24:3:0:190
5500120010;6600120010;5032;fcff:1:256:172:24:1:0:73;fcff:1:256:172:24:3:0:190
5500120011;6600120011;5032;fcff:1:256:172:24:1:0:73;fcff:1:256:172:24:3:0:190
5500120012;6600120012;5032;fcff:1:256:172:24:1:0:73;fcff:1:256:172:24:3:0:190
5500120013;6600120013;5032;fcff:1:256:172:24:1:0:73;fcff:1:256:172:24:3:0:190
5500120014;6600120014;5032;fcff:1:256:172:24:1:0:73;fcff:1:256:172:24:3:0:190
5500120015;6600120015;5032;fcff:1:256:172:24:1:0:73;fcff:1:256:172:24:3:0:190
5500120016;6600120016;5032;fcff:1:256:172:24:1:0:73;fcff:1:256:172:24:3:0:190
5500120017;6600120017;5032;fcff:1:256:172:24:1:0:73;fcff:1:256:172:24:3:0:190
5500120018;6600120018;5032;fcff:1:256:172:24:1:0:73;fcff:1:256:172:24:3:0:190
5500120019;6600120019;5032;fcff:1:256:172:24:1:0:73;fcff:1:256:172:24:3:0:190
5500120020;6600120020;5032;fcff:1:256:172:24:1:0:73;fcff:1:256:172:24:3:0:190
5500120021;6600120021;5032;fcff:1:256:172:24:1:0:73;fcff:1:256:172:24:3:0:190
5500120022;6600120022;5032;fcff:1:256:172:24:1:0:73;fcff:1:256:172:24:3:0:190
5500120023;6600120023;5032;fcff:1:256:172:24:1:0:73;fcff:1:256:172:24:3:0:190
5500120024;6600120024;5032;fcff:1:256:172:24:1:0:73;fcff:1:256:172:24:3:0:190
5500120025;6600120025;5032;fcff:1:256:172:24:1:0:73;fcff:1:256:172:24:3:0:190
5500120026;6600120026;5032;fcff:1:256:172:24:1:0:73;fcff:1:256:172:24:3:0:190
5500120027;6600120027;5032;fcff:1:256:172:24:1:0:73;fcff:1:256:172:24:3:0:190
5500120028;6600120028;5032;fcff:1:256:172:24:1:0:73;fcff:1:256:172:24:3:0:190
5500120029;6600120029;5032;fcff:1:256:172:24:1:0:73;fcff:1:256:172:24:3:0:190
5500120030;6600120030;5032;fcff:1:256:172:24:1:0:73;fcff:1:256:172:24:3:0:190
5500120031;6600120031;5032;fcff:1:256:172:24:1:0:73;fcff:1:256:172:24:3:0:190
5500120032;6600120032;5032;fcff:1:256:172:24:1:0:73;fcff:1:256:172:24:3:0:190
5500120033;6600120033;5032;fcff:1:256:172:24:1:0:73;fcff:1:256:172:24:3:0:190
5500120034;6600120034;5032;fcff:1:256:172:24:1:0:73;fcff:1:256:172:24:3:0:190
5500120035;6600120035;5032;fcff:1:256:172:24:1:0:73;fcff:1:256:172:24:3:0:190
5500120036;6600120036;5032;fcff:1:256:172:24:1:0:73;fcff:1:256:172:24:3:0:190
5500120037;6600120037;5032;fcff:1:256:172:24:1:0:73;fcff:1:256:172:24:3:0:190
5500120038;6600120038;5032;fcff:1:256:172:24:1:0:73;fcff:1:256:172:24:3:0:190
5500120039;6600120039;5032;fcff:1:256:172:24:1:0:73;fcff:1:256:172:24:3:0:190
5500120040;6600120040;5032;fcff:1:256:172:24:1:0:73;fcff:1:256:172:24:3:0:190
5500120041;6600120041;5032;fcff:1:256:172:24:1:0:73;fcff:1:256:172:24:3:0:190
5500120042;6600120042;5032;fcff:1:256:172:24:1:0:73;fcff:1:256:172:24:3:0:190
5500120043;6600120043;5032;fcff:1:256:172:24:1:0:73;fcff:1:256:172:24:3:0:190
5500120044;6600120044;5032;fcff:1:256:172:24:1:0:73;fcff:1:256:172:24:3:0:190
5500120045;6600120045;5032;fcff:1:256:172:24:1:0:73;fcff:1:256:172:24:3:0:190
5500120046;6600120046;5032;fcff:1:256:172:24:1:0:73;fcff:1:256:172:24:3:0:190
5500120047;6600120047;5032;fcff:1:256:172:24:1:0:73;fcff:1:256:172:24:3:0:190
5500120048;6600120048;5032;fcff:1:256:172:24:1:0:73;fcff:1:256:172:24:3:0:190
