SEQUENTIAL
3322214000;3311102000;8024;5;3311118000;3311119000;17
3322215000;3322218000;8024;3;3322221000;3322224000;11
3322215001;3322218001;8024;3;3322221001;3322224001;11
3322215002;3322218002;8024;3;3322221002;3322224002;11
3322214001;3311102001;8024;5;3311118001;3311119001;17
3322215003;3322218003;8024;3;3322221003;3322224003;11
3322215004;3322218004;8024;3;3322221004;3322224004;11
3322215005;3322218005;8024;3;3322221005;3322224005;11
3322214002;3311102002;8024;5;3311118002;3311119002;17
3322215006;3322218006;8024;3;3322221006;3322224006;11
3322215007;3322218007;8024;3;3322221007;3322224007;11
3322215008;3322218008;8024;3;3322221008;3322224008;11
3322214003;3311102003;8024;5;3311118003;3311119003;17
3322215009;3322218009;8024;3;3322221009;3322224009;11
3322215010;3322218010;8024;3;3322221010;3322224010;11
3322215011;3322218011;8024;3;3322221011;3322224011;11
3322214004;3311102004;8024;5;3311118004;3311119004;17
3322215012;3322218012;8024;3;3322221012;3322224012;11
3322215013;3322218013;8024;3;3322221013;3322224013;11
3322215014;3322218014;8024;3;3322221014;3322224014;11
3322214005;3311102005;8024;5;3311118005;3311119005;17
3322215015;3322218015;8024;3;3322221015;3322224015;11
3322215016;3322218016;8024;3;3322221016;3322224016;11
3322215017;3322218017;8024;3;3322221017;3322224017;11
3322214006;3311102006;8024;5;3311118006;3311119006;17
3322215018;3322218018;8024;3;3322221018;3322224018;11
3322215019;3322218019;8024;3;3322221019;3322224019;11
3322215020;3322218020;8024;3;3322221020;3322224020;11
3322214007;3311102007;8024;5;3311118007;3311119007;17
3322215021;3322218021;8024;3;3322221021;3322224021;11
3322215022;3322218022;8024;3;3322221022;3322224022;11
3322215023;3322218023;8024;3;3322221023;3322224023;11
3322214008;3311102008;8024;5;3311118008;3311119008;17
3322215024;3322218024;8024;3;3322221024;3322224024;11
3322215025;3322218025;8024;3;3322221025;3322224025;11
3322215026;3322218026;8024;3;3322221026;3322224026;11
3322214009;3311102009;8024;5;3311118009;3311119009;17
3322215027;3322218027;8024;3;3322221027;3322224027;11
3322215028;3322218028;8024;3;3322221028;3322224028;11
3322215029;3322218029;8024;3;3322221029;3322224029;11
3322214010;3311102010;8024;5;3311118010;3311119010;17
3322215030;3322218030;8024;3;3322221030;3322224030;11
3322215031;3322218031;8024;3;3322221031;3322224031;11
3322215032;3322218032;8024;3;3322221032;3322224032;11
3322214011;3311102011;8024;5;3311118011;3311119011;17
3322215033;3322218033;8024;3;3322221033;3322224033;11
3322215034;3322218034;8024;3;3322221034;3322224034;11
3322215035;3322218035;8024;3;3322221035;3322224035;11
3322214012;3311102012;8024;5;3311118012;3311119012;17
3322215036;3322218036;8024;3;3322221036;3322224036;11
3322215037;3322218037;8024;3;3322221037;3322224037;11
3322215038;3322218038;8024;3;3322221038;3322224038;11
3322214013;3311102013;8024;5;3311118013;3311119013;17
3322215039;3322218039;8024;3;3322221039;3322224039;11
3322215040;3322218040;8024;3;3322221040;3322224040;11
3322215041;3322218041;8024;3;3322221041;3322224041;11
3322214014;3311102014;8024;5;3311118014;3311119014;17
3322215042;3322218042;8024;3;3322221042;3322224042;11
3322215043;3322218043;8024;3;3322221043;3322224043;11
3322215044;3322218044;8024;3;3322221044;3322224044;11
3322214015;3311102015;8024;5;3311118015;3311119015;17
3322215045;3322218045;8024;3;3322221045;3322224045;11
3322215046;3322218046;8024;3;3322221046;3322224046;11
3322215047;3322218047;8024;3;3322221047;3322224047;11
3322214016;3311102016;8024;5;3311118016;3311119016;17
3322215048;3322218048;8024;3;3322221048;3322224048;11
3322215049;3322218049;8024;3;3322221049;3322224049;11
3322215050;3322218050;8024;3;3322221050;3322224050;11
3322214017;3311102017;8024;5;3311118017;3311119017;17
3322215051;3322218051;8024;3;3322221051;3322224051;11
3322215052;3322218052;8024;3;3322221052;3322224052;11
3322215053;3322218053;8024;3;3322221053;3322224053;11
3322214018;3311102018;8024;5;3311118018;3311119018;17
3322215054;3322218054;8024;3;3322221054;3322224054;11
3322215055;3322218055;8024;3;3322221055;3322224055;11
3322215056;3322218056;8024;3;3322221056;3322224056;11
3322214019;3311102019;8024;5;3311118019;3311119019;17
3322215057;3322218057;8024;3;3322221057;3322224057;11
3322215058;3322218058;8024;3;3322221058;3322224058;11
3322215059;3322218059;8024;3;3322221059;3322224059;11
3322214020;3311102020;8024;5;3311118020;3311119020;17
3322215060;3322218060;8024;3;3322221060;3322224060;11
3322215061;3322218061;8024;3;3322221061;3322224061;11
3322215062;3322218062;8024;3;3322221062;3322224062;11
3322214021;3311102021;8024;5;3311118021;3311119021;17
3322215063;3322218063;8024;3;3322221063;3322224063;11
3322215064;3322218064;8024;3;3322221064;3322224064;11
3322215065;3322218065;8024;3;3322221065;3322224065;11
3322214022;3311102022;8024;5;3311118022;3311119022;17
3322215066;3322218066;8024;3;3322221066;3322224066;11
3322215067;3322218067;8024;3;3322221067;3322224067;11
3322215068;3322218068;8024;3;3322221068;3322224068;11
3322214023;3311102023;8024;5;3311118023;3311119023;17
3322215069;3322218069;8024;3;3322221069;3322224069;11
3322215070;3322218070;8024;3;3322221070;3322224070;11
3322215071;3322218071;8024;3;3322221071;3322224071;11
3322214024;3311102024;8024;5;3311118024;3311119024;17
3322215072;3322218072;8024;3;3322221072;3322224072;11
3322215073;3322218073;8024;3;3322221073;3322224073;11
3322215074;3322218074;8024;3;3322221074;3322224074;11
3322214025;3311102025;8024;5;3311118025;3311119025;17
3322215075;3322218075;8024;3;3322221075;3322224075;11
3322215076;3322218076;8024;3;3322221076;3322224076;11
3322215077;3322218077;8024;3;3322221077;3322224077;11
3322214026;3311102026;8024;5;3311118026;3311119026;17
3322215078;3322218078;8024;3;3322221078;3322224078;11
3322215079;3322218079;8024;3;3322221079;3322224079;11
3322215080;3322218080;8024;3;3322221080;3322224080;11
3322214027;3311102027;8024;5;3311118027;3311119027;17
3322215081;3322218081;8024;3;3322221081;3322224081;11
3322215082;3322218082;8024;3;3322221082;3322224082;11
3322215083;3322218083;8024;3;3322221083;3322224083;11
3322214028;3311102028;8024;5;3311118028;3311119028;17
3322215084;3322218084;8024;3;3322221084;3322224084;11
3322215085;3322218085;8024;3;3322221085;3322224085;11
3322215086;3322218086;8024;3;3322221086;3322224086;11
3322214029;3311102029;8024;5;3311118029;3311119029;17
3322215087;3322218087;8024;3;3322221087;3322224087;11
3322215088;3322218088;8024;3;3322221088;3322224088;11
3322215089;3322218089;8024;3;3322221089;3322224089;11
